xstart: 1186 ystart: 518 xend: 1208 yend: 518
xstart: 1187 ystart: 397 xend: 1212 yend: 397
xstart: 1187 ystart: 1554 xend: 1212 yend: 1554
xstart: 1185 ystart: 1378 xend: 1210 yend: 1378
xstart: 986 ystart: 812 xend: 1010 yend: 812
xstart: 987 ystart: 935 xend: 1009 yend: 935
xstart: 1023 ystart: 300 xend: 1120 yend: 300
xstart: 1086 ystart: 1042 xend: 1181 yend: 1042
xstart: 1210 ystart: 1042 xend: 1601 yend: 1042
xstart: 794 ystart: 1042 xend: 986 yend: 1042
xstart: 1799 ystart: 1042 xend: 2177 yend: 1042
xstart: 1210 ystart: 1067 xend: 1601 yend: 1067
xstart: 1798 ystart: 1067 xend: 2183 yend: 1067
xstart: 210 ystart: 1067 xend: 596 yend: 1067
xstart: 794 ystart: 1067 xend: 1185 yend: 1067
xstart: 213 ystart: 1042 xend: 596 yend: 1042
xstart: 1212 ystart: 300 xend: 2183 yend: 300
xstart: 211 ystart: 1761 xend: 1187 yend: 1761
xstart: 210 ystart: 300 xend: 986 yend: 300
xstart: 1212 ystart: 1761 xend: 2182 yend: 1761
xstart: 1798 ystart: 1042 xend: 1798 yend: 1067
xstart: 1602 ystart: 1042 xend: 1602 yend: 1066
xstart: 596 ystart: 1042 xend: 596 yend: 1067
xstart: 793 ystart: 1042 xend: 793 yend: 1066
xstart: 1212 ystart: 301 xend: 1212 yend: 397
xstart: 986 ystart: 936 xend: 986 yend: 1041
xstart: 1011 ystart: 300 xend: 1011 yend: 781
xstart: 1212 ystart: 1555 xend: 1212 yend: 1761
xstart: 1187 ystart: 1555 xend: 1187 yend: 1760
xstart: 1185 ystart: 613 xend: 1185 yend: 1042
xstart: 1210 ystart: 519 xend: 1210 yend: 1038
xstart: 1210 ystart: 1067 xend: 1210 yend: 1378
xstart: 1185 ystart: 1067 xend: 1185 yend: 1378
xstart: 209 ystart: 300 xend: 209 yend: 1041
xstart: 2183 ystart: 300 xend: 2183 yend: 1041
xstart: 2183 ystart: 1067 xend: 2183 yend: 1760
xstart: 986 ystart: 300 xend: 986 yend: 812
xstart: 209 ystart: 1070 xend: 209 yend: 1760
xstart: 1186 ystart: 518 xend: 1208 yend: 518
xstart: 1187 ystart: 397 xend: 1212 yend: 397
xstart: 1187 ystart: 1554 xend: 1212 yend: 1554
xstart: 1185 ystart: 1378 xend: 1210 yend: 1378
xstart: 986 ystart: 812 xend: 1010 yend: 812
xstart: 987 ystart: 935 xend: 1009 yend: 935
xstart: 1023 ystart: 300 xend: 1120 yend: 300
xstart: 1086 ystart: 1042 xend: 1181 yend: 1042
xstart: 1210 ystart: 1042 xend: 1601 yend: 1042
xstart: 794 ystart: 1042 xend: 986 yend: 1042
xstart: 1799 ystart: 1042 xend: 2177 yend: 1042
xstart: 1210 ystart: 1067 xend: 1601 yend: 1067
xstart: 1798 ystart: 1067 xend: 2183 yend: 1067
xstart: 210 ystart: 1067 xend: 596 yend: 1067
xstart: 794 ystart: 1067 xend: 1185 yend: 1067
xstart: 213 ystart: 1042 xend: 596 yend: 1042
xstart: 1212 ystart: 300 xend: 2183 yend: 300
xstart: 211 ystart: 1761 xend: 1187 yend: 1761
xstart: 210 ystart: 300 xend: 986 yend: 300
xstart: 1212 ystart: 1761 xend: 2182 yend: 1761
xstart: 1798 ystart: 1042 xend: 1798 yend: 1067
xstart: 1602 ystart: 1042 xend: 1602 yend: 1066
xstart: 596 ystart: 1042 xend: 596 yend: 1067
xstart: 793 ystart: 1042 xend: 793 yend: 1066
xstart: 1212 ystart: 301 xend: 1212 yend: 397
xstart: 986 ystart: 936 xend: 986 yend: 1041
xstart: 1011 ystart: 300 xend: 1011 yend: 781
xstart: 1212 ystart: 1555 xend: 1212 yend: 1761
xstart: 1187 ystart: 1555 xend: 1187 yend: 1760
xstart: 1185 ystart: 613 xend: 1185 yend: 1042
xstart: 1210 ystart: 519 xend: 1210 yend: 1038
xstart: 1210 ystart: 1067 xend: 1210 yend: 1378
xstart: 1185 ystart: 1067 xend: 1185 yend: 1378
xstart: 209 ystart: 300 xend: 209 yend: 1041
xstart: 2183 ystart: 300 xend: 2183 yend: 1041
xstart: 2183 ystart: 1067 xend: 2183 yend: 1760
xstart: 986 ystart: 300 xend: 986 yend: 812
xstart: 209 ystart: 1070 xend: 209 yend: 1760
